PassengerId,Survived,Pclass,Age,Sex_male,Embarked_Q,Embarked_S,SibSp_bin_One,SibSp_bin_Many,Parch_bin_One_Or_Two,Parch_bin_Many
86,1,3.0,33.0,0.0,0.0,1.0,0,1,0,0
87,0,3.0,16.0,1.0,0.0,1.0,1,0,0,1
88,0,3.0,29.20170183665479,1.0,0.0,1.0,0,0,0,0
89,1,1.0,23.0,0.0,0.0,1.0,0,1,1,0
90,0,3.0,24.0,1.0,0.0,1.0,0,0,0,0
91,0,3.0,29.0,1.0,0.0,1.0,0,0,0,0
92,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
93,0,1.0,46.0,1.0,0.0,1.0,1,0,0,0
94,0,3.0,26.0,1.0,0.0,1.0,1,0,1,0
95,0,3.0,59.0,1.0,0.0,1.0,0,0,0,0
96,0,3.0,28.560339754501744,1.0,0.0,1.0,0,0,0,0
97,0,1.0,71.0,1.0,0.0,0.0,0,0,0,0
98,1,1.0,23.0,1.0,0.0,0.0,0,0,1,0
99,1,2.0,34.0,0.0,0.0,1.0,0,0,1,0
100,0,2.0,34.0,1.0,0.0,1.0,1,0,0,0
101,0,3.0,28.0,0.0,0.0,1.0,0,0,0,0
102,0,3.0,27.20164691941639,1.0,0.0,1.0,0,0,0,0
103,0,1.0,21.0,1.0,0.0,1.0,0,0,1,0
104,0,3.0,33.0,1.0,0.0,1.0,0,0,0,0
105,0,3.0,37.0,1.0,0.0,1.0,0,1,0,0
106,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
107,1,3.0,21.0,0.0,0.0,1.0,0,0,0,0
108,1,3.0,26.54628247283543,1.0,0.0,1.0,0,0,0,0
109,0,3.0,38.0,1.0,0.0,1.0,0,0,0,0
110,1,3.0,23.614185994123535,0.0,1.0,0.0,1,0,0,0
111,0,1.0,47.0,1.0,0.0,1.0,0,0,0,0
112,0,3.0,14.5,0.0,0.0,0.0,1,0,0,0
113,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
114,0,3.0,20.0,0.0,0.0,1.0,1,0,0,0
115,0,3.0,17.0,0.0,0.0,0.0,0,0,0,0
116,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
117,0,3.0,70.5,1.0,1.0,0.0,0,0,0,0
118,0,2.0,29.0,1.0,0.0,1.0,1,0,0,0
119,0,1.0,24.0,1.0,0.0,0.0,0,0,1,0
120,0,3.0,2.0,0.0,0.0,1.0,0,1,1,0
121,0,2.0,21.0,1.0,0.0,1.0,0,1,0,0
122,0,3.0,28.888108803652795,1.0,0.0,1.0,0,0,0,0
123,0,2.0,32.5,1.0,0.0,0.0,1,0,0,0
124,1,2.0,32.5,0.0,0.0,1.0,0,0,0,0
125,0,1.0,54.0,1.0,0.0,1.0,0,0,1,0
126,1,3.0,12.0,1.0,0.0,0.0,1,0,0,0
127,0,3.0,25.536298321965532,1.0,1.0,0.0,0,0,0,0
128,1,3.0,24.0,1.0,0.0,1.0,0,0,0,0
129,1,3.0,22.5847204596358,0.0,0.0,0.0,1,0,1,0
130,0,3.0,45.0,1.0,0.0,1.0,0,0,0,0
131,0,3.0,33.0,1.0,0.0,0.0,0,0,0,0
132,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
133,0,3.0,47.0,0.0,0.0,1.0,1,0,0,0
134,1,2.0,29.0,0.0,0.0,1.0,1,0,0,0
135,0,2.0,25.0,1.0,0.0,1.0,0,0,0,0
136,0,2.0,23.0,1.0,0.0,0.0,0,0,0,0
137,1,1.0,19.0,0.0,0.0,1.0,0,0,1,0
138,0,1.0,37.0,1.0,0.0,1.0,1,0,0,0
139,0,3.0,16.0,1.0,0.0,1.0,0,0,0,0
140,0,1.0,24.0,1.0,0.0,0.0,0,0,0,0
141,0,3.0,25.03504837671686,0.0,0.0,0.0,0,0,1,0
142,1,3.0,22.0,0.0,0.0,1.0,0,0,0,0
143,1,3.0,24.0,0.0,0.0,1.0,1,0,0,0
144,0,3.0,19.0,1.0,1.0,0.0,0,0,0,0
145,0,2.0,18.0,1.0,0.0,1.0,0,0,0,0
146,0,2.0,19.0,1.0,0.0,1.0,1,0,1,0
147,1,3.0,27.0,1.0,0.0,1.0,0,0,0,0
148,0,3.0,9.0,0.0,0.0,1.0,0,1,1,0
149,0,2.0,36.5,1.0,0.0,1.0,0,0,1,0
150,0,2.0,42.0,1.0,0.0,1.0,0,0,0,0
151,0,2.0,51.0,1.0,0.0,1.0,0,0,0,0
152,1,1.0,22.0,0.0,0.0,1.0,1,0,0,0
153,0,3.0,55.5,1.0,0.0,1.0,0,0,0,0
154,0,3.0,40.5,1.0,0.0,1.0,0,0,1,0
155,0,3.0,30.178471644742466,1.0,0.0,1.0,0,0,0,0
156,0,1.0,51.0,1.0,0.0,0.0,0,0,1,0
157,1,3.0,16.0,0.0,1.0,0.0,0,0,0,0
158,0,3.0,30.0,1.0,0.0,1.0,0,0,0,0
159,0,3.0,32.66505736412962,1.0,0.0,1.0,0,0,0,0
160,0,3.0,4.561541925543951,1.0,0.0,1.0,0,1,1,0
161,0,3.0,44.0,1.0,0.0,1.0,0,0,1,0
162,1,2.0,40.0,0.0,0.0,1.0,0,0,0,0
163,0,3.0,26.0,1.0,0.0,1.0,0,0,0,0
164,0,3.0,17.0,1.0,0.0,1.0,0,0,0,0
165,0,3.0,1.0,1.0,0.0,1.0,0,1,1,0
166,1,3.0,9.0,1.0,0.0,1.0,0,0,1,0
167,1,1.0,35.01599764349449,0.0,0.0,1.0,0,0,1,0
168,0,3.0,45.0,0.0,0.0,1.0,1,0,0,1
169,0,1.0,37.81603296646235,1.0,0.0,1.0,0,0,0,0
170,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
171,0,1.0,61.0,1.0,0.0,1.0,0,0,0,0
172,0,3.0,4.0,1.0,1.0,0.0,0,1,1,0
173,1,3.0,1.0,0.0,0.0,1.0,1,0,1,0
174,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
175,0,1.0,56.0,1.0,0.0,0.0,0,0,0,0
176,0,3.0,18.0,1.0,0.0,1.0,1,0,1,0
177,0,3.0,18.85841611251592,1.0,0.0,1.0,0,1,1,0
178,0,1.0,50.0,0.0,0.0,0.0,0,0,0,0
179,0,2.0,30.0,1.0,0.0,1.0,0,0,0,0
180,0,3.0,36.0,1.0,0.0,1.0,0,0,0,0
181,0,3.0,4.305010636232018,0.0,0.0,1.0,0,1,1,0
182,0,2.0,32.469419048223,1.0,0.0,0.0,0,0,0,0
183,0,3.0,9.0,1.0,0.0,1.0,0,1,1,0
184,1,2.0,1.0,1.0,0.0,1.0,0,1,1,0
185,1,3.0,4.0,0.0,0.0,1.0,0,0,1,0
186,0,1.0,43.86729406863008,1.0,0.0,1.0,0,0,0,0
187,1,3.0,24.776917022923303,0.0,1.0,0.0,1,0,0,0
188,1,1.0,45.0,1.0,0.0,1.0,0,0,0,0
189,0,3.0,40.0,1.0,1.0,0.0,1,0,1,0
190,0,3.0,36.0,1.0,0.0,1.0,0,0,0,0
191,1,2.0,32.0,0.0,0.0,1.0,0,0,0,0
192,0,2.0,19.0,1.0,0.0,1.0,0,0,0,0
193,1,3.0,19.0,0.0,0.0,1.0,1,0,0,0
194,1,2.0,3.0,1.0,0.0,1.0,1,0,1,0
195,1,1.0,44.0,0.0,0.0,0.0,0,0,0,0
196,1,1.0,58.0,0.0,0.0,0.0,0,0,0,0
197,0,3.0,28.106646897625396,1.0,1.0,0.0,0,0,0,0
198,0,3.0,42.0,1.0,0.0,1.0,0,0,1,0
199,1,3.0,25.711567442026517,0.0,1.0,0.0,0,0,0,0
200,0,2.0,24.0,0.0,0.0,1.0,0,0,0,0
201,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
202,0,3.0,5.030542398961349,1.0,0.0,1.0,0,1,1,0
203,0,3.0,34.0,1.0,0.0,1.0,0,0,0,0
204,0,3.0,45.5,1.0,0.0,0.0,0,0,0,0
205,1,3.0,18.0,1.0,0.0,1.0,0,0,0,0
206,0,3.0,2.0,0.0,0.0,1.0,0,0,1,0
207,0,3.0,32.0,1.0,0.0,1.0,1,0,0,0
208,1,3.0,26.0,1.0,0.0,0.0,0,0,0,0
209,1,3.0,16.0,0.0,1.0,0.0,0,0,0,0
210,1,1.0,40.0,1.0,0.0,0.0,0,0,0,0
211,0,3.0,24.0,1.0,0.0,1.0,0,0,0,0
212,1,2.0,35.0,0.0,0.0,1.0,0,0,0,0
213,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
214,0,2.0,30.0,1.0,0.0,1.0,0,0,0,0
215,0,3.0,23.76951078895591,1.0,1.0,0.0,1,0,0,0
216,1,1.0,31.0,0.0,0.0,0.0,1,0,0,0
217,1,3.0,27.0,0.0,0.0,1.0,0,0,0,0
218,0,2.0,42.0,1.0,0.0,1.0,1,0,0,0
219,1,1.0,32.0,0.0,0.0,0.0,0,0,0,0
220,0,2.0,30.0,1.0,0.0,1.0,0,0,0,0
221,1,3.0,16.0,1.0,0.0,1.0,0,0,0,0
222,0,2.0,27.0,1.0,0.0,1.0,0,0,0,0
223,0,3.0,51.0,1.0,0.0,1.0,0,0,0,0
224,0,3.0,28.813482973754795,1.0,0.0,1.0,0,0,0,0
225,1,1.0,38.0,1.0,0.0,1.0,1,0,0,0
226,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
227,1,2.0,19.0,1.0,0.0,1.0,0,0,0,0
228,0,3.0,20.5,1.0,0.0,1.0,0,0,0,0
229,0,2.0,18.0,1.0,0.0,1.0,0,0,0,0
230,0,3.0,18.49278984281185,0.0,0.0,1.0,0,1,1,0
231,1,1.0,35.0,0.0,0.0,1.0,1,0,0,0
232,0,3.0,29.0,1.0,0.0,1.0,0,0,0,0
233,0,2.0,59.0,1.0,0.0,1.0,0,0,0,0
234,1,3.0,5.0,0.0,0.0,1.0,0,1,1,0
235,0,2.0,24.0,1.0,0.0,1.0,0,0,0,0
236,0,3.0,25.722525119903853,0.0,0.0,1.0,0,0,0,0
237,0,2.0,44.0,1.0,0.0,1.0,1,0,0,0
238,1,2.0,8.0,0.0,0.0,1.0,0,0,1,0
239,0,2.0,19.0,1.0,0.0,1.0,0,0,0,0
240,0,2.0,33.0,1.0,0.0,1.0,0,0,0,0
241,0,3.0,23.590688835406464,0.0,0.0,0.0,1,0,0,0
242,1,3.0,27.808990493604906,0.0,1.0,0.0,1,0,0,0
243,0,2.0,29.0,1.0,0.0,1.0,0,0,0,0
244,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
245,0,3.0,30.0,1.0,0.0,0.0,0,0,0,0
246,0,1.0,44.0,1.0,1.0,0.0,0,1,0,0
247,0,3.0,25.0,0.0,0.0,1.0,0,0,0,0
248,1,2.0,24.0,0.0,0.0,1.0,0,0,1,0
249,1,1.0,37.0,1.0,0.0,1.0,1,0,1,0
250,0,2.0,54.0,1.0,0.0,1.0,1,0,0,0
251,0,3.0,28.034248841809823,1.0,0.0,1.0,0,0,0,0
252,0,3.0,29.0,0.0,0.0,1.0,1,0,1,0
253,0,1.0,62.0,1.0,0.0,1.0,0,0,0,0
254,0,3.0,30.0,1.0,0.0,1.0,1,0,0,0
255,0,3.0,41.0,0.0,0.0,1.0,0,0,1,0
256,1,3.0,29.0,0.0,0.0,0.0,0,0,1,0
257,1,1.0,39.862061713979045,0.0,0.0,0.0,0,0,0,0
258,1,1.0,30.0,0.0,0.0,1.0,0,0,0,0
259,1,1.0,35.0,0.0,0.0,0.0,0,0,0,0
260,1,2.0,50.0,0.0,0.0,1.0,0,0,1,0
261,0,3.0,27.319017858679704,1.0,1.0,0.0,0,0,0,0
262,1,3.0,3.0,1.0,0.0,1.0,0,1,1,0
263,0,1.0,52.0,1.0,0.0,1.0,1,0,1,0
264,0,1.0,40.0,1.0,0.0,1.0,0,0,0,0
265,0,3.0,27.973872326530525,0.0,1.0,0.0,0,0,0,0
266,0,2.0,36.0,1.0,0.0,1.0,0,0,0,0
267,0,3.0,16.0,1.0,0.0,1.0,0,1,1,0
268,1,3.0,25.0,1.0,0.0,1.0,1,0,0,0
269,1,1.0,58.0,0.0,0.0,1.0,0,0,1,0
270,1,1.0,35.0,0.0,0.0,1.0,0,0,0,0
271,0,1.0,35.8357641466808,1.0,0.0,1.0,0,0,0,0
272,1,3.0,25.0,1.0,0.0,1.0,0,0,0,0
273,1,2.0,41.0,0.0,0.0,1.0,0,0,1,0
274,0,1.0,37.0,1.0,0.0,0.0,0,0,1,0
275,1,3.0,28.275418978441813,0.0,1.0,0.0,0,0,0,0
276,1,1.0,63.0,0.0,0.0,1.0,1,0,0,0
277,0,3.0,45.0,0.0,0.0,1.0,0,0,0,0
278,0,2.0,26.924428732249602,1.0,0.0,1.0,0,0,0,0
279,0,3.0,7.0,1.0,1.0,0.0,0,1,1,0
280,1,3.0,35.0,0.0,0.0,1.0,1,0,1,0
281,0,3.0,65.0,1.0,1.0,0.0,0,0,0,0
282,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
283,0,3.0,16.0,1.0,0.0,1.0,0,0,0,0
284,1,3.0,19.0,1.0,0.0,1.0,0,0,0,0
285,0,1.0,36.14645777395158,1.0,0.0,1.0,0,0,0,0
286,0,3.0,33.0,1.0,0.0,0.0,0,0,0,0
287,1,3.0,30.0,1.0,0.0,1.0,0,0,0,0
288,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
289,1,2.0,42.0,1.0,0.0,1.0,0,0,0,0
290,1,3.0,22.0,0.0,1.0,0.0,0,0,0,0
291,1,1.0,26.0,0.0,0.0,1.0,0,0,0,0
292,1,1.0,19.0,0.0,0.0,0.0,1,0,0,0
293,0,2.0,36.0,1.0,0.0,0.0,0,0,0,0
294,0,3.0,24.0,0.0,0.0,1.0,0,0,0,0
295,0,3.0,24.0,1.0,0.0,1.0,0,0,0,0
296,0,1.0,38.37253732412489,1.0,0.0,0.0,0,0,0,0
297,0,3.0,23.5,1.0,0.0,0.0,0,0,0,0
298,0,1.0,2.0,0.0,0.0,1.0,1,0,1,0
299,1,1.0,40.21689152013998,1.0,0.0,1.0,0,0,0,0
300,1,1.0,50.0,0.0,0.0,0.0,0,0,1,0
301,1,3.0,27.405128640027492,0.0,1.0,0.0,0,0,0,0
302,1,3.0,25.10452616696779,1.0,1.0,0.0,0,1,0,0
303,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
304,1,2.0,30.6347101645981,0.0,1.0,0.0,0,0,0,0
305,0,3.0,27.8808856066566,1.0,0.0,1.0,0,0,0,0
306,1,1.0,0.92,1.0,0.0,1.0,1,0,1,0
307,1,1.0,34.85834889425978,0.0,0.0,0.0,0,0,0,0
308,1,1.0,17.0,0.0,0.0,0.0,1,0,0,0
309,0,2.0,30.0,1.0,0.0,0.0,1,0,0,0
310,1,1.0,30.0,0.0,0.0,0.0,0,0,0,0
311,1,1.0,24.0,0.0,0.0,0.0,0,0,0,0
312,1,1.0,18.0,0.0,0.0,0.0,0,1,1,0
313,0,2.0,26.0,0.0,0.0,1.0,1,0,1,0
314,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
315,0,2.0,43.0,1.0,0.0,1.0,1,0,1,0
316,1,3.0,26.0,0.0,0.0,1.0,0,0,0,0
317,1,2.0,24.0,0.0,0.0,1.0,1,0,0,0
318,0,2.0,54.0,1.0,0.0,1.0,0,0,0,0
319,1,1.0,31.0,0.0,0.0,1.0,0,0,1,0
320,1,1.0,40.0,0.0,0.0,0.0,1,0,1,0
321,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
322,0,3.0,27.0,1.0,0.0,1.0,0,0,0,0
323,1,2.0,30.0,0.0,1.0,0.0,0,0,0,0
324,1,2.0,22.0,0.0,0.0,1.0,1,0,1,0
325,0,3.0,4.884767514230019,1.0,0.0,1.0,0,1,1,0
326,1,1.0,36.0,0.0,0.0,0.0,0,0,0,0
327,0,3.0,61.0,1.0,0.0,1.0,0,0,0,0
328,1,2.0,36.0,0.0,0.0,1.0,0,0,0,0
329,1,3.0,31.0,0.0,0.0,1.0,1,0,1,0
330,1,1.0,16.0,0.0,0.0,0.0,0,0,1,0
331,1,3.0,23.139803109084497,0.0,1.0,0.0,0,1,0,0
332,0,1.0,45.5,1.0,0.0,1.0,0,0,0,0
333,0,1.0,38.0,1.0,0.0,1.0,0,0,1,0
334,0,3.0,16.0,1.0,0.0,1.0,0,1,0,0
335,1,1.0,42.97006017331111,0.0,0.0,1.0,1,0,0,0
336,0,3.0,30.166928478371723,1.0,0.0,1.0,0,0,0,0
337,0,1.0,29.0,1.0,0.0,1.0,1,0,0,0
338,1,1.0,41.0,0.0,0.0,0.0,0,0,0,0
339,1,3.0,45.0,1.0,0.0,1.0,0,0,0,0
340,0,1.0,45.0,1.0,0.0,1.0,0,0,0,0
341,1,2.0,2.0,1.0,0.0,1.0,1,0,1,0
342,1,1.0,24.0,0.0,0.0,1.0,0,1,1,0
343,0,2.0,28.0,1.0,0.0,1.0,0,0,0,0
344,0,2.0,25.0,1.0,0.0,1.0,0,0,0,0
345,0,2.0,36.0,1.0,0.0,1.0,0,0,0,0
346,1,2.0,24.0,0.0,0.0,1.0,0,0,0,0
347,1,2.0,40.0,0.0,0.0,1.0,0,0,0,0
348,1,3.0,22.870031981251312,0.0,0.0,1.0,1,0,0,0
349,1,3.0,3.0,1.0,0.0,1.0,1,0,1,0
350,0,3.0,42.0,1.0,0.0,1.0,0,0,0,0
351,0,3.0,23.0,1.0,0.0,1.0,0,0,0,0
352,0,1.0,38.16486401015029,1.0,0.0,1.0,0,0,0,0
353,0,3.0,15.0,1.0,0.0,0.0,1,0,1,0
354,0,3.0,25.0,1.0,0.0,1.0,1,0,0,0
355,0,3.0,27.14089170091981,1.0,0.0,0.0,0,0,0,0
356,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
357,1,1.0,22.0,0.0,0.0,1.0,0,0,1,0
358,0,2.0,38.0,0.0,0.0,1.0,0,0,0,0
359,1,3.0,26.76581186033125,0.0,1.0,0.0,0,0,0,0
360,1,3.0,28.398973864257044,0.0,1.0,0.0,0,0,0,0
361,0,3.0,40.0,1.0,0.0,1.0,1,0,0,1
362,0,2.0,29.0,1.0,0.0,0.0,1,0,0,0
363,0,3.0,45.0,0.0,0.0,0.0,0,0,1,0
364,0,3.0,35.0,1.0,0.0,1.0,0,0,0,0
365,0,3.0,26.484691479766422,1.0,1.0,0.0,1,0,0,0
366,0,3.0,30.0,1.0,0.0,1.0,0,0,0,0
367,1,1.0,60.0,0.0,0.0,0.0,1,0,0,0
368,1,3.0,26.918711280311722,0.0,0.0,0.0,0,0,0,0
369,1,3.0,27.6874350130213,0.0,1.0,0.0,0,0,0,0
370,1,1.0,24.0,0.0,0.0,0.0,0,0,0,0
371,1,1.0,25.0,1.0,0.0,0.0,1,0,0,0
372,0,3.0,18.0,1.0,0.0,1.0,1,0,0,0
373,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
374,0,1.0,22.0,1.0,0.0,0.0,0,0,0,0
375,0,3.0,3.0,0.0,0.0,1.0,0,1,1,0
376,1,1.0,37.21854172508108,0.0,0.0,0.0,1,0,0,0
377,1,3.0,22.0,0.0,0.0,1.0,0,0,0,0
378,0,1.0,27.0,1.0,0.0,0.0,0,0,1,0
379,0,3.0,20.0,1.0,0.0,0.0,0,0,0,0
380,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
381,1,1.0,42.0,0.0,0.0,0.0,0,0,0,0
382,1,3.0,1.0,0.0,0.0,0.0,0,0,1,0
383,0,3.0,32.0,1.0,0.0,1.0,0,0,0,0
384,1,1.0,35.0,0.0,0.0,1.0,1,0,0,0
385,0,3.0,29.697669838199168,1.0,0.0,1.0,0,0,0,0
386,0,2.0,18.0,1.0,0.0,1.0,0,0,0,0
387,0,3.0,1.0,1.0,0.0,1.0,0,1,1,0
388,1,2.0,36.0,0.0,0.0,1.0,0,0,0,0
389,0,3.0,29.507534938828,1.0,1.0,0.0,0,0,0,0
390,1,2.0,17.0,0.0,0.0,0.0,0,0,0,0
391,1,1.0,36.0,1.0,0.0,1.0,1,0,1,0
392,1,3.0,21.0,1.0,0.0,1.0,0,0,0,0
393,0,3.0,28.0,1.0,0.0,1.0,0,1,0,0
394,1,1.0,23.0,0.0,0.0,0.0,1,0,0,0
395,1,3.0,24.0,0.0,0.0,1.0,0,0,1,0
396,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
397,0,3.0,31.0,0.0,0.0,1.0,0,0,0,0
398,0,2.0,46.0,1.0,0.0,1.0,0,0,0,0
399,0,2.0,23.0,1.0,0.0,1.0,0,0,0,0
400,1,2.0,28.0,0.0,0.0,1.0,0,0,0,0
401,1,3.0,39.0,1.0,0.0,1.0,0,0,0,0
402,0,3.0,26.0,1.0,0.0,1.0,0,0,0,0
403,0,3.0,21.0,0.0,0.0,1.0,1,0,0,0
404,0,3.0,28.0,1.0,0.0,1.0,1,0,0,0
405,0,3.0,20.0,0.0,0.0,1.0,0,0,0,0
406,0,2.0,34.0,1.0,0.0,1.0,1,0,0,0
407,0,3.0,51.0,1.0,0.0,1.0,0,0,0,0
408,1,2.0,3.0,1.0,0.0,1.0,1,0,1,0
409,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
410,0,3.0,17.509970976792566,0.0,0.0,1.0,0,1,1,0
411,0,3.0,29.21592244225366,1.0,0.0,1.0,0,0,0,0
412,0,3.0,29.106377173417705,1.0,1.0,0.0,0,0,0,0
413,1,1.0,33.0,0.0,1.0,0.0,1,0,0,0
414,0,2.0,31.283683018527753,1.0,0.0,1.0,0,0,0,0
415,1,3.0,44.0,1.0,0.0,1.0,0,0,0,0
416,0,3.0,27.765925183567994,0.0,0.0,1.0,0,0,0,0
417,1,2.0,34.0,0.0,0.0,1.0,1,0,1,0
418,1,2.0,18.0,0.0,0.0,1.0,0,0,1,0
419,0,2.0,30.0,1.0,0.0,1.0,0,0,0,0
420,0,3.0,10.0,0.0,0.0,1.0,0,0,1,0
421,0,3.0,29.045299050625935,1.0,0.0,0.0,0,0,0,0
